Id,IsSold,WeeksOnStockBeforeSale,onAction,SalesSeason,TotalPrice,CarAgeYears,Kilometers,Kilowatts,Horsepower,Cars,EngineType,BodyType,TransmissionType,Color,NumberofDoors,Alarm,AlloyWheels17,ASR,AutomaticClimateControl,BiXenon,BluetoothConnection,RemoteLocking,ElectricWindows,ElectricFoldingMirrors,ElectricMirrorAdjustment,ESP,KeylessGo,LEDLights,SteeringWheelButtons,RearHeadrest,Armrest,Navigation,MobileDevicePreparation,TripComputer,RearParkingSensor,CruiseControl,Xenon,ChromePackage,FogLights,HeatedFrontSeats,FrontParkingSensor,AlloyWheels17,AlloyWheels19,ParkingCamera,PanoramicRoof,SlidingPanoramicRoof,AllWheelDrive,ManualAirConditioning,SideRollerBlinds,HeatedRearSeats,AlloyWheels19,ElectricSeatAdjustment,ElectricSunroof,SeatMemoryPackage,RearRollerBlind,CooledFrontSeats,HeadUpDisplay,ParkAssist,360ParkingCamera,AlloyWheels21,PassengerSeatMemoryPackage,AirSuspension,AlloyWheels22,AlloyWheels21,CooledRearSeats,FrontElectricWindows,AlloyWheels16,VirtualCockpit,Alcantara,LeatherAlcantara,Leather,Fabric,LeatherFabric
1843,1,11.14,0,Spring,86667,2,87908,324,440,Porsche_Cayenne_S,Petrol,SUV,Automatic,Black metallic,doors_4_5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
1845,1,26.14,0,Summer,11744,4,147121,66,90,Renault_Captur,Diesel,Crossover,Automatic,Grey metallic,doors_4_5,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1847,1,10.14,0,Spring,10764,5,154935,66,90,Renault_Captur,Diesel,Crossover,Manual,Grey metallic,doors_4_5,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1849,1,2.14,0,Winter,12256,3,61276,66,90,Renault_Captur,Diesel,Crossover,Manual,Silver metallic,doors_4_5,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1851,1,5.14,0,Winter,11277,6,124622,66,90,Renault_Captur,Diesel,Crossover,Manual,Black metallic,doors_4_5,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1853,0,55.14,1,,3846,13,238438,50,68,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_2_3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1855,1,9.14,0,Spring,4872,8,127821,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1857,1,2.14,0,Winter,4359,10,368850,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_2_3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1859,1,2.14,0,Winter,4097,9,398177,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_2_3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1861,1,3.14,0,Winter,7174,4,162976,55,75,Renault_Clio,Diesel,Small car,Manual,Black metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1863,1,5.14,0,Winter,6923,6,120298,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1865,1,2.14,0,Winter,7436,6,91532,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1867,1,7.14,0,Winter,7436,5,91418,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1869,1,2.14,0,Winter,7436,5,81655,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1871,1,25.14,0,Summer,6662,5,168738,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1873,1,7.14,0,Winter,7436,6,91860,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1875,1,8.14,1,Winter,8000,5,107924,66,90,Renault_Clio,Diesel,Small car,Manual,Silver metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1877,1,25.14,0,Summer,7436,6,152994,66,90,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1879,1,2.14,0,Winter,7687,5,93760,66,90,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1881,1,7.14,0,Winter,8154,5,126577,66,90,Renault_Clio,Diesel,Small car,Manual,Black metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1883,1,9.14,0,Spring,7487,5,151936,66,90,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1885,1,4.14,0,Winter,8513,3,143975,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1887,1,31.14,0,Summer,9226,3,118209,55,75,Renault_Clio,Diesel,Small car,Manual,Anthracite metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1889,1,2.14,0,Winter,8200,4,162765,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1891,0,55.14,1,,7436,7,141354,55,75,Renault_Clio,Diesel,Small car,Manual,Silver metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1893,1,4.14,0,Winter,7436,6,119828,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1895,1,5.14,0,Winter,7687,6,97834,66,90,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1897,1,2.14,0,Winter,8200,6,60289,55,75,Renault_Clio,Diesel,Small car,Manual,Silver metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1899,0,55.14,1,,7687,5,131265,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1901,1,5.14,0,Winter,7436,6,141323,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1903,1,8.14,0,Winter,7174,7,135935,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1905,1,3.14,0,Winter,8200,6,80849,55,75,Renault_Clio,Diesel,Small car,Manual,Silver metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1907,1,3.14,0,Winter,7487,6,139404,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1909,1,2.14,0,Winter,7436,6,115806,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1911,0,55.14,1,,7174,7,151021,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1913,1,4.14,0,Winter,7487,5,138520,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1915,1,11.14,0,Spring,7687,6,112583,55,75,Renault_Clio,Diesel,Small car,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1917,1,6.14,0,Winter,9226,3,12218,54,73,Renault_Clio_GT,Petrol,Wagon,Manual,Silver metallic,doors_4_5,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1919,1,2.14,0,Winter,8000,5,153613,66,90,Renault_Clio_GT,Diesel,Wagon,Manual,Black metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1921,1,10.14,0,Spring,8000,6,167712,66,90,Renault_Clio_GT,Diesel,Wagon,Manual,Brown metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1923,0,55.14,1,,18969,3,158232,118,160,Renault_Espace,Diesel,Minivan,Automatic,White metallic,doors_4_5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1925,1,3.14,0,Winter,9738,6,156723,81,110,Renault_Grand_Scenic,Diesel,Minivan,Manual_6_speed,Black metallic,doors_4_5,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1927,0,55.14,1,,17385,3,156516,81,110,Renault_Grand_Scenic,Diesel,Minivan,Manual_6_speed,White metallic,doors_4_5,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1929,1,23.14,0,Summer,17431,3,141874,81,110,Renault_Grand_Scenic,Diesel,Minivan,Manual_6_speed,Bordeaux metallic,doors_4_5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1931,1,26.14,0,Summer,10251,5,141740,81,110,Renault_Grand_Scenic,Diesel,Minivan,Manual_6_speed,Sivo zlatna metalic,doors_4_5,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1933,1,4.14,0,Winter,9487,7,168711,96,130,Renault_Grand_Scenic,Diesel,Minivan,Manual_6_speed,Brown metallic,doors_4_5,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1935,1,2.14,0,Winter,7487,8,211667,96,130,Renault_Grand_Scenic,Diesel,Minivan,Manual_6_speed,Grey metallic,doors_4_5,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1937,1,2.14,0,Winter,11744,5,148328,96,130,Renault_Grand_Scenic,Diesel,Minivan,Manual_6_speed,Grey metallic,doors_4_5,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1939,1,4.14,0,Winter,9226,6,144847,81,110,Renault_Kangoo_Express,Diesel,Van,Manual_6_speed,White metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1941,1,26.14,0,Summer,7687,7,177944,66,90,Renault_Kangoo_Express,Diesel,Van,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1943,1,2.14,0,Winter,6662,10,201699,81,110,Renault_Laguna,Diesel,Sedan,Manual_6_speed,Black metallic,doors_4_5,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1945,0,55.14,1,,7174,8,151647,81,110,Renault_Laguna_GT,Diesel,Wagon,Manual_6_speed,White metallic,doors_4_5,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1947,1,4.14,0,Winter,5590,9,194557,66,90,Renault_Megane,Diesel,Sedan,Manual,White metallic,doors_4_5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1949,1,8.14,0,Winter,12303,4,137491,81,110,Renault_Megane,Diesel,Sedan,Automatic,Grey metallic,doors_4_5,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1951,1,11.14,0,Spring,9738,5,46535,81,110,Renault_Megane,Diesel,Sedan,Manual_6_speed,Grey metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1953,1,9.14,1,Spring,7687,5,148722,70,95,Renault_Megane,Diesel,Sedan,Manual,White metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1955,1,3.14,0,Winter,8000,5,144863,70,95,Renault_Megane,Diesel,Sedan,Manual_6_speed,White metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1957,1,2.14,0,Winter,7174,7,164786,66,90,Renault_Megane,Diesel,Sedan,Manual,Grey metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1959,0,55.14,1,,7687,7,139976,66,90,Renault_Megane,Diesel,Sedan,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1961,0,55.14,1,,8713,4,100381,70,95,Renault_Megane,Diesel,Sedan,Manual_6_speed,White metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1963,1,3.14,0,Winter,7436,7,96513,66,90,Renault_Megane,Diesel,Sedan,Manual,White metallic,doors_4_5,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1965,1,8.14,0,Winter,8200,5,119054,70,95,Renault_Megane,Diesel,Sedan,Manual_6_speed,White metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1967,1,2.14,0,Winter,8000,6,140735,70,95,Renault_Megane,Diesel,Sedan,Manual_6_speed,White metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1969,0,55.14,1,,8974,6,90186,70,95,Renault_Megane,Diesel,Sedan,Manual_6_speed,Black metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1971,1,23.14,0,Summer,8200,6,117918,70,95,Renault_Megane,Diesel,Sedan,Manual_6_speed,Silver metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1973,0,55.14,1,,8200,6,102121,70,95,Renault_Megane,Diesel,Sedan,Manual_6_speed,Black metallic,doors_4_5,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1975,1,5.14,0,Winter,9487,5,148440,81,110,Renault_Megane,Diesel,Sedan,Manual_6_speed,Black metallic,doors_4_5,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1977,0,55.14,1,,9226,5,154292,81,110,Renault_Megane,Diesel,Sedan,Manual_6_speed,Black metallic,doors_4_5,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1979,0,55.14,1,,9226,6,157972,81,110,Renault_Megane,Diesel,Sedan,Manual_6_speed,Dark grey metallic,doors_4_5,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1981,0,55.14,1,,8974,6,149818,81,110,Renault_Megane,Diesel,Sedan,Manual_6_speed,Dark grey metallic,doors_4_5,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1983,0,55.14,1,,9738,5,149603,70,95,Renault_Megane,Diesel,Sedan,Manual_6_speed,Grey metallic,doors_4_5,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1985,1,3.14,0,Winter,11790,4,148773,81,110,Renault_Megane,Diesel,Sedan,Manual_6_speed,Grey metallic,doors_4_5,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1987,0,55.14,1,,11744,3,90894,81,110,Renault_Megane,Diesel,Sedan,Manual_6_speed,White metallic,doors_4_5,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1989,1,11.14,0,Spring,10764,2,152682,66,90,Renault_Megane,Diesel,Sedan,Manual_6_speed,White metallic,doors_4_5,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
